idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
698	not_entailment	"While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded."	Their loading capacity was about 262 tonnes.			Intervals/Numbers	Common sense
699	not_entailment	Their loading capacity was about 262 tonnes.	"While their designed displacement was 262 tonnes (258 long tons), they displaced about 320 tonnes (310 long tons) fully loaded."			Intervals/Numbers	Common sense
700	not_entailment	"Due to inadequate funding, 76 T and the rest of the 250t class were essentially coastal vessels, despite the original intention that they would be used for ""high seas"" operations."	"Due to inadequate funding, 76 T and the rest of the 250t class were essentially high seas vessels, despite the original intention that they would be used for coastal operations."	Lexical entailment	Core args		
701	not_entailment	"Due to inadequate funding, 76 T and the rest of the 250t class were essentially high seas vessels, despite the original intention that they would be used for coastal operations."	"Due to inadequate funding, 76 T and the rest of the 250t class were essentially coastal vessels, despite the original intention that they would be used for ""high seas"" operations."	Lexical entailment	Core args		
702	entailment	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne."	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Germany."				World knowledge
703	not_entailment	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Germany."	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne."				World knowledge
704	not_entailment	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne."	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Italy."				World knowledge
705	not_entailment	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Italy."	"He stayed in England until November 1918, when he again took up his YMCA duties, establishing a rest hut and library in Cologne."				World knowledge
706	not_entailment	"Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as ""super-patriot""."	"Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as ""anti-patriot""."	Lexical entailment			
707	not_entailment	"Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as ""anti-patriot""."	"Throughout the Raffles stories patriotism runs as an intermittent theme—to such an extent that the writer William Vivian Butler describes him as ""super-patriot""."	Lexical entailment			
708	not_entailment	"A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in a rough l"	"A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in an equilateral trian"	Lexical entailment			Common sense
709	not_entailment	"A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in an equilateral trian"	"A faint constellation, its three brightest stars—Alpha, Beta and Gamma Pyxidis—are in a rough l"	Lexical entailment			Common sense
710	entailment	"Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter."	Lacaille and Gould agreed about the designation of Kappa Pyxidis.				Common sense
711	not_entailment	Lacaille and Gould agreed about the designation of Kappa Pyxidis.	"Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter."				Common sense
712	not_entailment	"Kappa Pyxidis was catalogued but not given a Bayer designation by Lacaille, but Gould felt the star was bright enough to warrant a letter."	Lacaille and Gould disagreed about the designation of Kappa Pyxidis.				Common sense
